OBJECTID,state,FIPS,county,latitude,longitude,USFS_Acre_A1,Other_Acre_A1,USFS_BDT_A1,Other_BDT_A1,Total_BDT_A1,TotalBDT_A1_Yr,USFS_Acre_A2,Other_Acre_A2,USFS_BDT_A2,Other_BDT_A2,Total_BDT_A2,TotalBDT_A2_Yr,USFS_Acre_A3,Other_Acre_A3,USFS_BDT_A3,Other_BDT_A3,Total_BDT_A3,TotalBDT_A3_Yr,USFS_Acre_A4,Other_Acre_A4,USFS_BDT_A4,Other_BDT_A4,Total_BDT_A4,TotalBDT_A4_Yr,USFS_Acre_A5,Other_Acre_A5,USFS_BDT_A5,Other_BDT_A5,Total_BDT_A5,TotalBDT_A5_Yr,USFS_Acre_A6,Other_Acre_A6,USFS_BDT_A6,Other_BDT_A6,Total_BDT_A6,TotalBDT_A6_Yr,Total_Acreage,Total_BDT
1807,NM,35021,Harding,35.863152,-103.829931,780.6,-999,679.1,-999,679.1,67.9,754.8,-999,656.6,-999,656.6,65.7,2932.6,-999,2551.2,-999,2551.2,255.1,224.2,-999,195,-999,195,19.5,216.8,-999,188.6,-999,188.6,18.9,842.3,-999,732.7,-999,732.7,73.3,5751.29,5003.36
2781,UT,49007,Carbon,39.67005,-110.590357,1217.2,-999,5353.3,-999,5353.3,535.3,1338.9,-999,5888.2,-999,5888.2,588.8,2674.6,-999,11762.9,-999,11762.9,1176.3,1352.5,-999,5948,-999,5948,594.8,1487.6,-999,6542.4,-999,6542.4,654.2,2971.8,-999,13069.9,-999,13069.9,1307,11042.59,48564.69
3143,WY,56045,Weston,43.846213,-104.57002,1944.5,-999,9584.2,-999,9584.2,958.4,2935.4,-999,14468,-999,14468,1446.8,6208.6,-999,30600.6,-999,30600.6,3060.1,113.1,-999,557.3,-999,557.3,55.7,170.7,-999,841.3,-999,841.3,84.1,361,-999,1779.4,-999,1779.4,177.9,11733.32,57830.86
2960,WA,53011,Clark,45.771674,-122.485903,587.3,-999,39970.9,-999,39970.9,3997.1,202.3,-999,13767.8,-999,13767.8,1376.8,258.2,-999,17573.4,-999,17573.4,1757.3,440.6,-999,29985.9,-999,29985.9,2998.6,151.7,-999,10328.5,-999,10328.5,1032.9,193.7,-999,13183.4,-999,13183.4,1318.3,1833.74,124809.92
1796,NM,35001,Bernalillo,35.054002,-106.669065,4834.5,-999,35528.3,-999,35528.3,3552.8,1228.3,-999,9026.6,-999,9026.6,902.7,6844.5,-999,50299.4,-999,50299.4,5029.9,4377.5,-999,32169.6,-999,32169.6,3217,1112.2,-999,8173.3,-999,8173.3,817.3,6197.4,-999,45544.3,-999,45544.3,4554.4,24594.27,180741.43
2787,UT,49019,Grand,38.974326,-109.57345,2776,-999,24509.4,-999,24509.4,2450.9,3579.4,-999,31602.7,-999,31602.7,3160.3,5009.5,-999,44229.6,-999,44229.6,4423,2508.7,-999,22149.5,-999,22149.5,2214.9,3234.7,-999,28559.7,-999,28559.7,2856,4527.2,-999,39970.8,-999,39970.8,3997.1,21635.49,191021.78
296,CO,8101,Pueblo,38.170658,-104.489893,6633.5,-999,58696.7,-999,58696.7,5869.7,422.6,-999,3739.2,-999,3739.2,373.9,10118.8,-999,89536.7,-999,89536.7,8953.7,1920.9,-999,16997.4,-999,16997.4,1699.7,122.4,-999,1082.8,-999,1082.8,108.3,2930.2,-999,25928.1,-999,25928.1,2592.8,22148.44,195980.89
281,CO,8071,Las Animas,37.318831,-104.04411,4007.3,-999,51187.6,-999,51187.6,5118.8,2212.2,-999,28257.9,-999,28257.9,2825.8,3653.1,-999,46663.2,-999,46663.2,4666.3,2646.1,-999,33800.2,-999,33800.2,3380,1460.8,-999,18659.3,-999,18659.3,1865.9,2412.2,-999,30812.7,-999,30812.7,3081.3,16391.81,209380.99
2806,UT,49057,Weber,41.270355,-111.875879,1622.7,-999,13362.4,-999,13362.4,1336.2,653.8,-999,5384,-999,5384,538.4,2867.5,-999,23613.7,-999,23613.7,2361.4,7285.5,-999,59995.3,-999,59995.3,5999.5,2935.4,-999,24173.2,-999,24173.2,2417.3,12874.6,-999,106021.7,-999,106021.7,10602.2,28239.46,232550.2
267,CO,8043,Fremont,38.455658,-105.421438,2849.8,-999,30360.1,-999,30360.1,3036,618.1,-999,6584.6,-999,6584.6,658.5,3931.8,-999,41886.9,-999,41886.9,4188.7,6526.6,-999,69529.8,-999,69529.8,6953,1415.5,-999,15079.8,-999,15079.8,1508,9004.5,-999,95928.1,-999,95928.1,9592.8,24346.27,259369.28
567,ID,16031,Cassia,42.288635,-113.605498,2028.3,2172.2,14615.1,6834.8,21449.9,2145,1860.2,1992.2,13403.9,6268.4,19672.3,1967.2,6818.5,7302.3,49131.8,22976.6,72108.5,7210.8,2634.8,2821.7,18985.5,8878.6,27864.1,2786.4,2416.4,2587.9,17412.1,8142.8,25554.9,2555.5,8857.4,9485.9,63823.8,29847.3,93671.1,9367.1,50977.8,260320.72
109,AZ,4023,Santa Cruz,31.525904,-110.84519,12280.7,-999,29057.2,-999,29057.2,2905.7,31985.7,-999,75681,-999,75681,7568.1,34837.8,-999,82429.3,-999,82429.3,8242.9,5970.4,-999,14126.5,-999,14126.5,1412.6,15550.2,-999,36793.2,-999,36793.2,3679.3,16936.8,-999,40074,-999,40074,4007.4,117561.7,278161.23
1813,NM,35031,McKinley,35.573732,-108.255307,13556.6,-999,77370.3,-999,77370.3,7737,10718.8,-999,61174.1,-999,61174.1,6117.4,14256.3,-999,81363.4,-999,81363.4,8136.3,3918.1,-999,22361.3,-999,22361.3,2236.1,3097.9,-999,17680.3,-999,17680.3,1768,4120.3,-999,23515.4,-999,23515.4,2351.5,49667.97,283464.87
1826,NM,35057,Torrance,34.634644,-105.846836,14801,-999,72215.1,-999,72215.1,7221.5,6924.3,-999,33784.2,-999,33784.2,3378.4,27740.3,-999,135346.9,-999,135346.9,13534.7,4012.2,-999,19576.1,-999,19576.1,1957.6,1877,-999,9158.2,-999,9158.2,915.8,7519.8,-999,36689.8,-999,36689.8,3669,62874.66,306770.28
98,AZ,4003,Cochise,31.881793,-109.75412,41721.4,-999,106320.9,-999,106320.9,10632.1,49892.7,-999,127144.4,-999,127144.4,12714.4,47188.6,-999,120253.2,-999,120253.2,12025.3,8217.5,-999,20941.2,-999,20941.2,2094.1,9827,-999,25042.7,-999,25042.7,2504.3,9294.4,-999,23685.4,-999,23685.4,2368.5,166141.55,423387.81
1824,NM,35053,Socorro,33.991614,-106.939003,30680.6,-999,129861.9,-999,129861.9,12986.2,10360.9,-999,43854.5,-999,43854.5,4385.4,43428.7,-999,183820.7,-999,183820.7,18382.1,10754.3,-999,45519.7,-999,45519.7,4552,3631.7,-999,15372.1,-999,15372.1,1537.2,15222.8,-999,64433.6,-999,64433.6,6443.4,114079.02,482862.38
1823,NM,35051,Sierra,33.119479,-107.188161,21485.2,-999,135030.2,-999,135030.2,13503,11392.2,-999,71597.4,-999,71597.4,7159.7,20364.5,-999,127986.9,-999,127986.9,12798.7,10963.1,-999,68900.7,-999,68900.7,6890.1,5813,-999,36533.4,-999,36533.4,3653.3,10391.2,-999,65306.8,-999,65306.8,6530.7,80409.23,505355.47
1753,NV,32011,Eureka,39.977788,-116.272208,4824.3,21262.6,18376,78374.6,96750.6,9675.1,3079.1,13571,11728.6,50023.1,61751.7,6175.2,9437.8,41596.2,35949.2,153324.9,189274.1,18927.4,2198.5,9689.6,8374.1,35716.1,44090.2,4409,1403.2,6184.4,5344.9,22796,28140.9,2814.1,4300.9,18955.8,16382.4,69871.7,86254.1,8625.4,136503.31,506261.51
2789,UT,49023,Juab,39.710827,-112.794262,2471.5,12700.1,15873.1,57939,73812.1,7381.2,854.1,4388.8,5485.3,20022.1,25507.4,2550.7,2671.8,13729,17159,62632.7,79791.6,7979.2,4732.6,24318.5,30394.1,110942.8,141336.9,14133.7,1635.4,8403.8,10503.4,38338.7,48842.1,4884.2,5115.9,26288.5,32856.3,119930.3,152786.6,15278.7,107310.03,522076.74
554,ID,16005,Bannock,42.692939,-112.228986,2991.4,4553.2,37794.6,46579.6,84374.2,8437.4,4477.9,6815.8,56576,69726.6,126302.6,12630.3,4437.7,6754.5,56067.1,69099.5,125166.6,12516.7,1750.5,2664.4,22116.2,27256.9,49373,4937.3,2620.3,3988.4,33106.4,40801.8,73908.2,7390.8,2596.8,3952.5,32808.7,40434.8,73243.4,7324.3,47603.27,532368.05
101,AZ,4009,Graham,32.931828,-109.87831,14000.5,-999,69258.1,-999,69258.1,6925.8,628.1,-999,3107.1,-999,3107.1,310.7,46347.3,-999,229272.1,-999,229272.1,22927.2,10795.2,-999,53402,-999,53402,5340.2,484.3,-999,2395.8,-999,2395.8,239.6,35736.5,-999,176782.1,-999,176782.1,17678.2,107991.95,534217.16
2966,WA,53023,Garfield,46.429474,-117.536715,5744.9,-999,77882,-999,77882,7788.2,8552.3,-999,115940.2,-999,115940.2,11594,7138.3,-999,96771.3,-999,96771.3,9677.1,5459.2,-999,74008.7,-999,74008.7,7400.9,8126.9,-999,110174.1,-999,110174.1,11017.4,6783.3,-999,91958.5,-999,91958.5,9195.9,41804.88,566734.86
1759,NV,32023,Nye,37.966379,-116.459047,10887.4,-999,42729.6,-999,42729.6,4273,17459.9,-999,68524.5,-999,68524.5,6852.5,60698.5,-999,238222.1,-999,238222.1,23822.2,10387,-999,40765.8,-999,40765.8,4076.6,16657.5,-999,65375.2,-999,65375.2,6537.5,57908.9,-999,227273.7,-999,227273.7,22727.4,173999.28,682890.87
107,AZ,4019,Pima,32.128237,-111.783018,10619.6,29740.6,30989,64462.8,95451.8,9545.2,8308.6,23268.4,24245.2,50434.4,74679.5,7468,43779.1,122604.9,127751.6,265746.6,393498.3,39349.8,2351.3,6584.9,6861.3,14272.8,21134.1,2113.4,1839.6,5151.9,5368.2,11166.7,16534.9,1653.5,9693.2,27146.1,28285.6,58839.3,87124.9,8712.5,291088.07,688423.54
260,CO,8029,Delta,38.861756,-107.864757,10043.1,-999,178320.1,-999,178320.1,17832,8813.9,-999,156493.9,-999,156493.9,15649.4,5816.3,-999,103269.9,-999,103269.9,10327,5744.2,-999,101989.7,-999,101989.7,10199,5041.1,-999,89506.3,-999,89506.3,8950.6,3326.6,-999,59065,-999,59065,5906.5,38785.11,688644.94
102,AZ,4011,Greenlee,33.238872,-109.242323,33340.3,-999,176314,-999,176314,17631.4,11636.6,-999,61537.9,-999,61537.9,6153.8,39641.7,-999,209637.5,-999,209637.5,20963.7,23192.2,-999,122647.7,-999,122647.7,12264.8,8094.7,-999,42807,-999,42807,4280.7,27575.6,-999,145828.1,-999,145828.1,14582.8,143481,758772.28
1750,NV,32005,Douglas,38.905129,-119.609019,15573.3,29200,128420.2,97386.2,225806.4,22580.6,5389.3,10105,44441.2,33701.5,78142.7,7814.3,6481.7,12153.1,53448.7,40532.3,93981.1,9398.1,15036.4,28193.1,123992.2,94028.3,218020.5,21802,5203.5,9756.5,42908.8,32539.5,75448.3,7544.8,6258.2,11734,51605.8,39134.7,90740.5,9074.1,155084.11,782139.59
269,CO,8047,Gilpin,39.861082,-105.528947,4884.6,4535.7,71592.1,60038.5,131630.5,13163.1,4390.4,4076.8,64349,53964.3,118313.2,11831.3,6036.1,5605,88469.5,74192.2,162661.8,16266.2,4612,4282.5,67595.7,56687.1,124282.8,12428.3,4145.4,3849.3,60756.9,50951.9,111708.9,11170.9,5699.2,5292.1,83531.1,70050.7,153581.8,15358.2,57409.08,802178.96
595,ID,16087,Washington,44.448213,-116.79783,13140.1,2247.4,223066.9,21873.3,244940.2,24494,4803.1,821.5,81538,7995.4,89533.4,8953.3,9273.1,1586,157420.4,15436.2,172856.6,17285.7,8056.6,1377.9,136768.9,13411.2,150180.1,15018,2944.9,503.7,49993.4,4902.2,54895.6,5489.6,5685.6,972.4,96519.1,9464.4,105983.5,10598.3,51412.53,818389.35
2233,OR,41049,Morrow,45.425496,-119.602311,14119.4,-999,186128.2,-999,186128.2,18612.8,7212.1,-999,95073.7,-999,95073.7,9507.4,21685.5,-999,285868.7,-999,285868.7,28586.9,6762,-999,89139.6,-999,89139.6,8914,3454,-999,45532.2,-999,45532.2,4553.2,10385.5,-999,136906.9,-999,136906.9,13690.7,63618.45,838649.32
3126,WY,56011,Crook,44.589266,-104.567298,8043.3,-999,99149.2,-999,99149.2,9914.9,3562.3,-999,43913,-999,43913,4391.3,26248.5,-999,323565.5,-999,323565.5,32356.6,7609,-999,93795.6,-999,93795.6,9379.6,3370,-999,41541.9,-999,41541.9,4154.2,24831.3,-999,306094.6,-999,306094.6,30609.5,73664.37,908059.84
2797,UT,49039,Sanpete,39.380588,-111.570451,11927.8,14391.7,91898.7,71834.4,163733.2,16373.3,1335.9,1611.9,10292.9,8045.6,18338.5,1833.9,11529.3,13910.9,88828.8,69434.8,158263.6,15826.4,20648.1,24913.4,159085.9,124352.5,283438.4,28343.8,2312.6,2790.4,17818,13927.8,31745.8,3174.6,19958.4,24081.2,153771.6,120198.5,273970.1,27397,149411.58,929489.67
223,CA,6073,San Diego,33.023604,-116.776117,7793.5,60424.5,49808.6,489126.7,538935.3,53893.5,385,2984.9,2460.5,24162.3,26622.8,2662.3,1106.3,8577.5,7070.6,69433.9,76504.5,7650.4,3574.6,27714.4,22845.3,224343.9,247189.2,24718.9,176.6,1369.1,1128.5,11082.3,12210.9,1221.1,507.4,3934.2,3243,31846.7,35089.7,3509,118547.97,936552.4
2778,UT,49001,Beaver,38.357535,-113.238948,3474,23571.9,27284.7,105689.4,132974.1,13297.4,2343.7,15902.8,18407.6,71303.1,89710.7,8971.1,10589.3,71851,83168,322157.9,405325.9,40532.6,1798.6,12204.2,14126.5,54720,68846.5,6884.6,1213.5,8233.6,9530.4,36916.7,46447.1,4644.7,5482.6,37200.4,43059.7,166795.2,209854.9,20985.5,193865.59,953159.16
3138,WY,56035,Sublette,42.767928,-109.91617,19028.8,-999,195531.5,-999,195531.5,19553.1,11197.5,-999,115060.8,-999,115060.8,11506.1,21947.8,-999,225526.7,-999,225526.7,22552.7,15232.6,-999,156523.3,-999,156523.3,15652.3,8963.6,-999,92106.3,-999,92106.3,9210.6,17569.3,-999,180534.5,-999,180534.5,18053.4,93939.55,965283.02
2962,WA,53015,Cowlitz,46.185923,-122.658682,7555.1,-999,243517.9,-999,243517.9,24351.8,1883.9,-999,60722.1,-999,60722.1,6072.2,2230.3,-999,71886.7,-999,71886.7,7188.7,12069,-999,389011.9,-999,389011.9,38901.2,3009.4,-999,97001.6,-999,97001.6,9700.2,3562.8,-999,114836.6,-999,114836.6,11483.7,30310.38,976976.69
110,AZ,4025,Yavapai,34.630044,-112.573745,56725.4,32328.3,200508.3,105652.4,306160.7,30616.1,24630.4,14037,87061.4,45874.6,132936,13293.6,42744.5,24360.4,151089.8,79612.6,230702.4,23070.2,26549.8,15130.9,93845.9,49449.5,143295.4,14329.5,11528,6569.9,40748.2,21471.1,62219.3,6221.9,20006.1,11401.7,70716,37261.9,107977.9,10797.8,286012.44,983291.74
2804,UT,49053,Washington,37.262531,-113.4878,21641.2,25929.9,89320.6,115816.1,205136.7,20513.7,4740.8,5680.3,19567,25371.2,44938.2,4493.8,22447.6,26896.2,92649.2,120132.1,212781.3,21278.1,24750.7,29655.7,102154.9,132457.5,234612.4,23461.2,5422,6496.5,22378.5,29016.7,51395.2,5139.5,25673.1,30760.9,105961.8,137393.6,243355.4,24335.5,230095.06,992219.22
1799,NM,35006,Cibola,34.93205,-108.000255,28793.1,-999,248236.9,-999,248236.9,24823.7,6359.3,-999,54826.4,-999,54826.4,5482.6,53054.3,-999,457402.3,-999,457402.3,45740.2,9232.1,-999,79594,-999,79594,7959.4,2039,-999,17579.4,-999,17579.4,1757.9,17011.2,-999,146660.2,-999,146660.2,14666,116489.12,1004299.26
2798,UT,49041,Sevier,38.746825,-111.81193,8206.2,2406.1,58388.3,12922,71310.3,7131,8838.7,2591.5,62888.5,13918,76806.5,7680.7,39169.7,11484.6,278697.1,61679,340376.1,34037.6,8691.3,2548.3,61839.7,13685.9,75525.6,7552.6,9361.2,2744.7,66606,14740.7,81346.7,8134.7,41485.1,12163.5,295171.4,65325,360496.4,36049.6,149690.91,1005861.61
291,CO,8091,Ouray,38.1506,-107.767133,8592.2,16497.8,89282.5,187659.7,276942.2,27694.2,3480.3,6682.4,36163.7,76011.2,112174.8,11217.5,5689.2,10923.8,59116.8,124255.6,183372.5,18337.2,6927.2,13300.7,71980.5,151293.3,223273.8,22327.4,2805.8,5387.4,29155.5,61281,90436.6,9043.7,4586.7,8806.9,47660.6,100176.3,147836.9,14783.7,93680.43,1034036.75
272,CO,8053,Hinsdale,37.811625,-107.383405,11257.8,-999,113413.7,-999,113413.7,11341.4,1229.8,-999,12389.4,-999,12389.4,1238.9,21909.5,-999,220722,-999,220722,22072.2,22402.8,-999,225690.7,-999,225690.7,22569.1,2447.3,-999,24654.6,-999,24654.6,2465.5,43599.5,-999,439231.7,-999,439231.7,43923.2,102846.67,1036101.96
1810,NM,35027,Lincoln,33.740941,-105.449083,24781,38884.8,104739.4,84289.1,189028.6,18902.9,22914.3,35955.7,96849.8,77939.9,174789.7,17479,25824.2,40521.7,109148.6,87837.4,196986,19698.6,21411.8,33598.1,90499.3,72829.4,163328.7,16332.9,19799,31067.3,83682.3,67343.4,151025.7,15102.6,22313.2,35012.5,94309,75895.2,170204.3,17020.4,352083.74,1045362.94
259,CO,8027,Custer,38.101994,-105.373515,7649.8,5631.1,92023.4,49518.7,141542.1,14154.2,3147.1,2316.6,37858.5,20372.1,58230.6,5823.1,12360.2,9098.4,148687.2,80010.1,228697.3,22869.7,11764.6,8660,141522.3,76154.6,217676.9,21767.7,4840,3562.7,58222.5,31330.1,89552.6,8955.3,19008.8,13992.4,228665.4,123047.2,351712.5,35171.3,102031.91,1087411.93
251,CO,8013,Boulder,40.094826,-105.398382,14870.2,12816,151611.1,109139,260750.1,26075,418.3,360.5,4264.6,3069.9,7334.5,733.4,26284.6,22653.7,267988.6,192914.6,460903.2,46090.3,7370.4,6352.2,75146,54094.7,129240.6,12924.1,207.3,178.7,2113.7,1521.6,3635.3,363.5,13027.9,11228.3,132828.4,95618,228446.4,22844.6,115768,1090310.1
304,CO,8117,Summit,39.621023,-106.137555,5865.7,-999,69437.9,-999,69437.9,6943.8,5807.3,-999,68746.9,-999,68746.9,6874.7,11917.8,-999,141082.5,-999,141082.5,14108.3,18955.9,-999,224399.3,-999,224399.3,22439.9,18767.2,-999,222166.3,-999,222166.3,22216.6,38514.2,-999,455930,-999,455930,45593,99828.08,1181762.97
2799,UT,49043,Summit,40.87206,-110.968486,23812.7,11102.2,190204.5,59673.4,249878,24987.8,4390.9,2047.2,35072.5,11003.4,46075.9,4607.6,44836.6,20904.1,358133.5,112358.3,470491.9,47049.2,13012.3,6066.7,103935.9,32608.1,136544,13654.4,2399.4,1118.7,19165.1,6012.7,25177.8,2517.8,24500.6,11422.9,195699.4,61397.4,257096.8,25709.7,165614.18,1185264.35
2784,UT,49013,Duchesne,40.289649,-110.42983,15455.9,-999,124022.1,-999,124022.1,12402.2,10312.4,-999,82749.7,-999,82749.7,8275,51357.1,-999,412103,-999,412103,41210.3,14736.1,-999,118246.7,-999,118246.7,11824.7,9832.2,-999,78896.3,-999,78896.3,7889.6,48965.5,-999,392912.5,-999,392912.5,39291.2,150659.31,1208930.29
556,ID,16009,Benewah,47.218451,-116.633541,5291.3,-999,182144.3,-999,182144.3,18214.4,1674.7,-999,57649.7,-999,57649.7,5765,7484.4,-999,257635.4,-999,257635.4,25763.5,7595.7,-999,261468.1,-999,261468.1,26146.8,2404.1,-999,82756.2,-999,82756.2,8275.6,10743.8,-999,369835.5,-999,369835.5,36983.6,35194.03,1211489.2
188,CA,6003,Alpine,38.61761,-119.798999,8855.3,398.3,152784.9,6592.4,159377.3,15937.7,6050.2,272.1,104386.7,4504.1,108890.8,10889.1,18450.5,829.9,318334.6,13735.5,332070.1,33207,9490.1,426.9,163736.2,7064.9,170801.2,17080.1,6483.9,291.7,111868.9,4826.9,116695.8,11669.6,19773,889.4,341152.2,14720.1,355872.3,35587.2,72211.3,1243707.46
1822,NM,35049,Santa Fe,35.513722,-105.966441,12286.6,24478.8,117322.2,52698,170020.2,17002,3698.3,7368.1,35314,15862.1,51176.1,5117.6,14329.8,28549.5,136832.5,61461.5,198293.9,19829.4,24730.1,49270.1,236142.6,106068.9,342211.5,34221.2,7443.8,14830.3,71079,31926.8,103005.8,10300.6,28842.6,57463.6,275412.3,123707.8,399120.1,39912,273291.62,1263827.59
1751,NV,32007,Elko,41.141133,-115.351424,5656.3,20849.6,21437.1,80119,101556.1,10155.6,8565.7,31574.2,32463.9,121330.8,153794.7,15379.5,19405.3,71530.1,73545.7,274869.7,348415.4,34841.5,6451.1,23779.4,24449.5,91377.6,115827.1,11582.7,9769.4,36011.1,37025.8,138380.5,175406.3,17540.6,22132.2,81581.7,83880.5,313495.2,397375.7,39737.6,337306.07,1292375.3
2803,UT,49051,Wasatch,40.334884,-111.161568,20196.7,12038.2,158583.4,80761.4,239344.8,23934.5,18293.6,10903.8,143640.4,73151.4,216791.8,21679.2,27157,16186.8,213235.2,108593.8,321829,32182.9,15286.7,9111.6,120030.2,61127.5,181157.6,18115.8,13846.3,8253,108720,55367.5,164087.5,16408.8,20554.9,12251.6,161395.6,82193.5,243589.1,24358.9,184080.15,1366799.74
2802,UT,49049,Utah,40.120409,-111.668667,6313.1,2629.8,61751.6,14827.5,76579.1,7657.9,11253.1,4687.6,110072.6,26430.1,136502.7,13650.3,7271.4,3028.9,71125.1,17078.3,88203.4,8820.3,22713.8,9461.6,222176,53347.9,275524,27552.4,40487.5,16865.4,396030.1,95093,491123.2,49112.3,26161.6,10897.8,255901.2,61445.9,317347.1,31734.7,161771.52,1385279.44
3140,WY,56039,Teton,44.049321,-110.588102,23359.3,-999,252240.1,-999,252240.1,25224,20922.3,-999,225925,-999,225925,22592.5,38140.9,-999,411856.1,-999,411856.1,41185.6,14152.3,-999,152820,-999,152820,15282,12675.8,-999,136876.9,-999,136876.9,13687.7,23107.7,-999,249523.5,-999,249523.5,24952.3,132358.31,1429241.66
305,CO,8119,Teller,38.871994,-105.182552,13550.9,16074.3,112369.2,143847.7,256217,25621.7,6789.5,8053.8,56301.2,72073.1,128374.3,12837.4,10235.2,12141.1,84874.1,108650.3,193524.5,19352.4,20228.3,23995.2,167741.4,214731.6,382473,38247.3,10135.2,12022.5,84044.7,107588.5,191633.3,19163.3,15278.8,18123.9,126697.6,162189.9,288887.5,28888.7,166628.67,1441109.48
268,CO,8045,Garfield,39.599352,-107.90978,9969,-999,132921.9,-999,132921.9,13292.2,6174,-999,82320.9,-999,82320.9,8232.1,45894.6,-999,611938.3,-999,611938.3,61193.8,7726.6,-999,103023.3,-999,103023.3,10302.3,4785.2,-999,63804.2,-999,63804.2,6380.4,35571.4,-999,474293,-999,474293,47429.3,110120.77,1468301.57
222,CA,6071,San Bernardino,34.85722,-116.181197,12397.3,9733.3,124316.5,38574.4,162890.9,16289.1,7913.3,6212.9,79352.5,24622.4,103974.9,10397.5,22824.8,17920.2,228880.8,71019.9,299900.7,29990.1,20100.3,15781.1,201560.4,62542.6,264103,26410.3,12830.2,10073.3,128658,39921.6,168579.6,16858,37006.9,29054.9,371095.7,115148,486243.7,48624.4,201848.44,1485692.73
280,CO,8069,Larimer,40.663091,-105.482131,42054.5,-999,346174.8,-999,346174.8,34617.5,16622.3,-999,136827.7,-999,136827.7,13682.8,57402.8,-999,472515.4,-999,472515.4,47251.5,25410.5,-999,209168.4,-999,209168.4,20916.8,10043.7,-999,82675.1,-999,82675.1,8267.5,34684.4,-999,285506.9,-999,285506.9,28550.7,186218.1,1532868.29
213,CA,6053,Monterey,36.240107,-121.315573,18745.8,-999,326447.1,-999,326447.1,32644.7,12712.1,-999,221373.8,-999,221373.8,22137.4,14365.7,-999,250170,-999,250170,25017,17447.1,-999,303831.2,-999,303831.2,30383.1,11831.4,-999,206037.2,-999,206037.2,20603.7,13370.4,-999,232838.4,-999,232838.4,23283.8,88472.58,1540697.7
288,CO,8085,Montrose,38.413427,-108.263042,61456.2,-999,600370.2,-999,600370.2,60037,10390.3,-999,101503.3,-999,101503.3,10150.3,43800.4,-999,427888.8,-999,427888.8,42788.9,22936.7,-999,224069.8,-999,224069.8,22407,3877.9,-999,37883,-999,37883,3788.3,16347.1,-999,159696.4,-999,159696.4,15969.6,158808.53,1551411.47
2788,UT,49021,Iron,37.882727,-113.290059,10624.3,37061.1,82642.1,232535.2,315177.3,31517.7,6894,24048.6,53625.7,150889.9,204515.6,20451.6,21239.7,74090.7,165213.9,464872.7,630086.6,63008.7,3748.8,13077.1,29160.5,82050.8,111211.4,11121.1,2432.6,8485.6,18922,53242,72164,7216.4,7494.5,26143.2,58296.3,164031.9,222328.2,22232.8,235340.27,1555483.1
571,ID,16039,Elmore,43.394826,-115.470751,18275,1299.1,126182.6,7363.6,133546.3,13354.6,9518,676.6,65718.3,3835.1,69553.4,6955.3,29104.2,2068.9,200954.2,11727.1,212681.3,21268.1,51000.7,3625.4,352142.1,20549.9,372692.1,37269.2,26562.1,1888.2,183402.2,10702.8,194105,19410.5,81222,5773.6,560809.8,32727.1,593536.9,59353.7,231013.62,1576114.91
2796,UT,49037,San Juan,37.623064,-109.78932,31530.7,-999,299411.4,-999,299411.4,29941.1,29122.9,-999,276547.7,-999,276547.7,27654.8,69951.3,-999,664248.6,-999,664248.6,66424.9,8796.8,-999,83533.1,-999,83533.1,8353.3,8125,-999,77154.3,-999,77154.3,7715.4,19515.8,-999,185319.3,-999,185319.3,18531.9,167042.44,1586214.25
266,CO,8041,El Paso,38.827383,-104.527472,17168.8,24432,171578.6,244804.8,416383.3,41638.3,8943.7,12727.3,89379.7,127525.2,216904.9,21690.5,9130.2,12992.7,91243.9,130184.9,221428.9,22142.9,15263.2,21720.4,152535.5,217634.5,370170,37017,7951,11314.7,79459.7,113371.5,192831.2,19283.1,8116.9,11550.7,81117,115736,196853.1,19685.3,161311.59,1614571.37
1620,MT,30043,Jefferson,46.126557,-112.056771,13592.2,-999,134639.7,-999,134639.7,13464,14361.8,-999,142263,-999,142263,14226.3,31520.8,-999,312233.7,-999,312233.7,31223.4,23700.8,-999,234771.5,-999,234771.5,23477.2,25042.7,-999,248064.3,-999,248064.3,24806.4,54962.8,-999,544442.5,-999,544442.5,54444.2,163181,1616414.67
302,CO,8113,San Miguel,38.009374,-108.427326,14552.9,47472.4,242814,269297.8,512111.8,51211.2,7753.7,25293.2,129370.5,143481,272851.5,27285.1,13801.3,45020.7,230273.6,255389.5,485663.1,48566.3,4370.1,14255.7,72915.8,80868.7,153784.5,15378.4,2328.4,7595.4,38849.3,43086.6,81935.9,8193.6,4144.4,13519.5,69149.9,76692.1,145842.1,14584.2,200107.67,1652188.83
273,CO,8055,Huerfano,37.687815,-104.959928,8140.2,18458,82304.9,111274.2,193579.1,19357.9,9073.2,20573.8,91739.1,124028.9,215768,21576.8,16867.3,38247.1,170544.7,230572.2,401117,40111.7,8787.4,19925.7,88849.1,120121.7,208970.8,20897.1,9794.7,22209.6,99033.3,133890.6,232923.9,23292.4,18208.5,41288.2,184105,248905.3,433010.3,43301,231573.78,1685368.97
1805,NM,35017,Grant,32.732087,-108.381504,43828.2,18480.2,248958.1,36183.5,285141.6,28514.2,35347,14904.1,200782.2,29181.6,229963.8,22996.4,65438.8,27592.3,371713,54024.6,425737.6,42573.8,35171.7,14830.2,199786.3,29036.8,228823.2,22882.3,28365.6,11960.4,161125.6,23417.9,184543.6,18454.4,52514,22142.5,298295.9,43354.2,341650.1,34165,370574.94,1695859.79
