STATE_NAME,Percent Removal,facility index,feedstock cost,transportation cost,capital cost,operating cost,production cost,access_,CO2_transp cost,CO2_inject cost,total_D:K,revenue,net cost,uptake,land_use_c,soil,grow_harve,transport,conversion,captured,CO2_tran_1,bio_use,total_bio1,conv_use,CDR million tons CO2,Cost $/tCO2,product_units,scale_factor , Plant type ,index_,facility index,latitude,longitude,Barley_str,Citrus_res,Corn_stove,Cotton_gin,Cotton_res,Noncitrus_,Oats_straw,Rice_hulls,Rice_straw,Sorghum_st,Sugarcane_,Sugarcane1,Tree_nut_r,Wheat_stra,Hardwood_l,Hardwood_1,Hardwood_u,Hardwood_2,Mixedwood_,Mixedwood1,Other_fore,Other_fo_1,PNW_Forest,PNW_Fore_1,PNW_Fore_2,PNW_Fore_3,PNW_Fore_4,PNW_Fore_5,PNW_forest_sum,Primary_mi,Secondary_,Softwood_n,Softwood_1,Softwood_p,Softwood_2,Softwood_sum,Constructi,Municipal_,Other_muni,Paper_and_,Switchgras,total_softwood
Colorado,90,133471,95502689.76,30805904.7,189511909.1,65321126.12,37523185.5,0,0,15555666.83,434220482,267604590.7,166615891.3,0,0,0,85564.50828,16466.68331,0,2592611.139,0,0,-2490579.947,0,2490579.947,66.8984,477854779.2,5, BiCRS 2050 gasification H2 ,593,133471,40.95684721,-105.021207,288,0,151474.8794,0,0,264,0,0,0,1421,0,0,0,168573.7129,0,0,0,9515,0,0,0,188,0,0,0,0,0,0,0,60,31852,9728,95166,0,0,104894,147344,0,0,146305.3294,1051122.185,104894
Colorado,99,133471,99226768.07,31100110.66,189511909.1,65321126.12,37457965.34,0,0,15522593.87,438140473.2,266800291.8,171340181.4,0,0,0,84542.38357,16632.84337,0,2587098.978,0,0,-2485923.751,0,2485923.751,68.9241,477452629.7,5, BiCRS 2050 gasification H2 ,922,133471,40.95684721,-105.021207,288,0,69685.33789,0,0,264,0,0,0,1421,0,0,0,168573.7129,0,0,0,9515,0,0,0,188,0,0,0,0,0,0,0,60,31852,9728,95166,0,0,104894,147742,0,0,173627.173,1105191.883,104894
Washington,50,32414,19217139.11,31640493.86,189511909.1,65321126.12,36760606.87,0,59845137.47,10116444.76,412412857.3,287370101.6,125042755.7,0,0,0,74067.03459,16952.51302,0,2529111.19,30729.75016,0,-2407361.892,0,2407361.892,51.9418,487737534.6,5, BiCRS 2050 gasification H2 ,111,32414,47.099736,-119.9289858,9071,0,0,0,0,234365,0,0,0,0,0,0,1,1302608.971,3756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3305,58677,50367,0,0,109044,41334,0,0,46591.89202,63224.85639,109044
California,25,136342,53939084.89,25532997.37,189511909.1,65321126.12,38611403.96,0,0,18789310.04,391705831.5,300377564.7,91328266.83,0,0,0,762.2157202,13578.33491,0,2684187.149,0,0,-2669846.598,0,2669846.598,34.2073,494241266.2,5, BiCRS 2050 gasification H2 ,13,136342,38.2048783,-121.7534073,102,0,0,722,4501,350556.4485,0,0,0,0,0,0,215350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,85494,116070,1746,954,0,118770,238138,0,0,799452.294,171.363944,118770
Wyoming,90,82228,44289854.51,65438438.64,189511909.1,65321126.12,36413651.25,0,0,12499035.64,413474015.3,279583516.9,133890498.4,0,0,0,91756.86868,28092.906,0,2499807.128,0,0,-2379957.354,0,2379957.354,56.2575,483844242.3,5, BiCRS 2050 gasification H2 ,552,82228,44.90377275,-106.5513656,14800,0,0,0,0,730,0,0,0,0,0,0,0,1215338.704,272,0,0,0,0,0,0,3796,0,0,0,0,0,0,0,885,17820,10807,110105,0,0,120912,50865,0,0,50321.832,337561.5703,120912
Wyoming,99,82228,93105969.38,66543273.45,189511909.1,65321126.12,37075767.77,0,0,12775617.64,464333663.5,266536740.7,197796922.8,0,0,0,94903.26394,25790.71399,0,2555123.527,0,0,-2434429.549,0,2434429.549,81.2498,477320854.2,5, BiCRS 2050 gasification H2 ,987,82228,44.90377275,-106.5513656,0,0,0,0,0,28524,0,0,0,0,0,0,0,513948.6038,272,0,0,0,0,0,0,3796,0,0,0,0,0,0,0,1305,34582,10807,110105,0,0,120912,63206,0,0,18209.13245,1028547.37,120912
Wyoming,75,82228,31048077.99,69355047.26,189511909.1,65321126.12,36528724.29,0,0,12547562.17,404312447,284744957,119567489.9,0,0,0,83161.07689,28839.67191,0,2509512.433,0,0,-2397511.684,0,2397511.684,49.8715,486424962.3,5, BiCRS 2050 gasification H2 ,277,82228,44.90377275,-106.5513656,32187,0,0,0,0,2070,0,0,0,0,0,0,12,1263082.02,272,0,0,0,0,0,0,4272,0,0,0,0,0,0,0,1470,33010,10807,110105,0,0,120912,120924,0,0,109794.0295,125297.0574,120912
Colorado,75,181784,105813808,37110728.62,189511909.1,65321126.12,37430429.77,0,18093818.75,12924156.25,466205976.6,262876701.7,203329274.9,0,0,0,101201.4725,19920.31512,0,2584831.25,0,0,-2463709.462,0,2463709.462,82.5297,475490834.7,5, BiCRS 2050 gasification H2 ,449,181784,37.17107176,-104.2592531,0,0,253173.7689,28,146,0,0,0,0,177,0,0,0,140525.316,1936,71,0,18421,0,0,0,59430,0,0,0,0,0,0,0,420,81,7532,123204,0,0,130736,2684,0,0,2898.933575,1202574.088,130736
Colorado,99,181784,110714779.5,35211805.57,189511909.1,65321126.12,37466893.63,0,18114896.76,12939211.97,469280622.6,260465809.1,208814813.5,0,0,0,101842.0513,18871.94438,0,2587842.394,0,0,-2467128.398,0,2467128.398,84.6388,474285388.4,5, BiCRS 2050 gasification H2 ,1001,181784,37.17107176,-104.2592531,0,0,211236.5854,0,0,10,0,0,0,25677,0,0,0,38602.01328,1021,71,0,18421,0,0,0,59430,0,0,0,0,0,0,0,420,82,7532,123204,0,0,130736,4545,0,0,4035.153229,1319015.355,130736
Idaho,25,98315,33753344.94,50812022.14,189511909.1,65321126.12,36611044.83,0,0,12581653.92,388591101.1,287279517.7,101311583.3,0,0,0,61342.11143,23045.43997,0,2516330.785,0,0,-2431943.233,0,2431943.233,41.6587,487692242.7,5, BiCRS 2050 gasification H2 ,19,98315,43.082688,-111.6775161,26880,0,0,0,0,6572,0,0,0,0,0,0,24,1051960.152,1196,0,0,0,0,0,0,1956,0,0,0,0,0,0,0,7470,31054,143121,4646,0,0,147767,86608,0,0,325993.5253,125821.4294,147767
Washington,75,32414,22032828.43,32342454.56,189511909.1,65321126.12,36764424.35,0,59852086.02,10117619.37,415942448,286678789.4,129263658.5,0,0,0,78598.08487,17331.32168,0,2529404.842,30733.31816,0,-2402742.117,0,2402742.117,53.7984,487391878.5,5, BiCRS 2050 gasification H2 ,282,32414,47.099736,-119.9289858,67,0,0,0,0,216523,0,0,0,0,0,0,1,1272434.962,3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3004,52493,95465,0,0,147958,37608,0,0,43052.98731,89091.15715,147958
Wyoming,75,93940,127588421,74209184.45,189511909.1,65321126.12,37953410.41,0,0,13144600.05,507728651.1,272443069.8,235285581.3,0,0,0,102967.2721,28257.29301,0,2628920.011,0,0,-2497695.446,0,2497695.446,94.2011,480274018.7,5, BiCRS 2050 gasification H2 ,510,93940,43.98747316,-106.4032341,25919,0,761270.5245,0,0,0,0,0,0,0,0,0,0,0,0,37051,0,9778,0,0,0,22476,0,0,0,0,0,0,0,60,941,17589,178554,0,0,196143,8769,0,0,6800.435681,744094.0556,196143
Colorado,50,145183,50393739.16,30844102.21,189511909.1,65321126.12,37673571.42,0,0,15632646.45,389377094.5,286951663,102425431.4,0,0,0,65006.00118,15207.74799,0,2605441.074,0,0,-2525227.325,0,2525227.325,40.5609,487528315.3,5, BiCRS 2050 gasification H2 ,99,145183,40.03442322,-104.9016649,393,0,187403.1065,0,0,7330,0,0,0,0,0,0,1,524691.4016,1806,0,9038,46780,0,0,0,46552,0,0,0,0,0,0,0,1590,42516,57157,147145,0,0,204302,260854,0,0,293354.4402,186691.1582,204302
New Mexico,75,183236,138137961.5,63260735.52,189511909.1,65321126.12,38592360.64,0,0,13411626.09,508235719,279661029.6,228574689.5,0,0,0,62948.91265,34186.69552,0,2682325.217,0,0,-2585189.609,0,2585189.609,88.417,483882998.6,5, BiCRS 2050 gasification H2 ,487,183236,36.75113068,-107.6888427,26181,0,0,0,0,2784,0,0,0,0,0,0,0,0,122,0,7529,267771,0,0,0,643296,0,0,0,0,0,0,0,900,4401,79957,135784,0,0,215741,47306,0,0,49495.19425,547775.9122,215741
Wyoming,99,93940,130677043.6,80901222.52,189511909.1,65321126.12,38192528.99,0,0,13245712.19,517849542.6,278874943.8,238974598.8,0,0,0,103738.5879,32354.28136,0,2649142.437,0,0,-2513049.568,0,2513049.568,95.0935,483489955.7,5, BiCRS 2050 gasification H2 ,1052,93940,43.98747316,-106.4032341,0,0,1120413.946,0,0,0,0,0,0,0,0,0,0,0,0,37051,0,9778,0,0,0,4480,0,0,0,0,0,0,0,60,122,22369,201397,0,0,223766,628,0,0,638.4895459,416364.6713,223766
Wyoming,90,93940,132448008.8,62637825.94,189511909.1,65321126.12,37821137.83,0,0,13088631.77,500828639.6,269007925.7,231820713.9,0,0,0,105297.3212,21921.9252,0,2617726.354,0,0,-2490507.108,0,2490507.108,93.0817,478556446.6,5, BiCRS 2050 gasification H2 ,761,93940,43.98747316,-106.4032341,25387,0,561609.7905,0,0,8,0,0,0,0,0,0,0,0,0,37051,0,9778,0,0,0,18410,0,0,0,0,0,0,0,60,1446,22369,201397,0,0,223766,10193,0,0,8694.209151,916899.1068,223766
Washington,25,13377,24063968.39,60591580.67,189511909.1,65321126.12,37011970.71,0,9590909.019,10200357.98,396291822,288341491.2,107950330.8,0,0,0,71289.78574,26147.31035,0,2550089.494,4337.53751,0,-2448314.861,0,2448314.861,44.0917,488223229.4,5, BiCRS 2050 gasification H2 ,22,13377,48.21968816,-122.1576909,0,0,0,0,0,87133,0,0,0,0,0,0,88,1134680.175,36302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635,23842,26151,128188,73923,0,228262,187240.5932,0,0,107104.1593,7015.178543,228262
Washington,90,32414,38133788.97,20024187.63,100373927.9,34596970.88,95647689.11,0,44771037,7568262.715,341115864.2,69603371.06,271512493.1,0,0,0,61882.47179,10644.97875,0,1867289.384,22989.38292,0,-1771772.55,0,1771772.55,153.2434,857305071.1,4, BiCRS 2050 Electricty ,831,32414,47.099736,-119.9289858,5241,0,0,0,0,210214,0,0,0,0,0,0,11,580943.0156,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7494,28373,211935,0,0,240308,35332.92617,14480,3739,43486.22497,164134.3499,240308
Washington,99,32414,35718484.17,20829692.05,100373927.9,34596970.88,95618588.77,0,44816071.16,7575875.458,339529610.4,69703294.65,269826315.7,0,0,0,60982.33696,11090.86738,0,1866477.813,23012.50742,0,-1771392.101,0,1771392.101,152.3244,858535830.5,4, BiCRS 2050 Electricty ,1148,32414,47.099736,-119.9289858,4882.026039,0,0,0,0,217555,0,0,0,0,0,0,11,619396.227,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7016,28373,211935,0,0,240308,43309,12475,2915,43312.51553,114203.7481,240308
Montana,50,70513,24750663.81,57925659.71,189511909.1,65321126.12,36435798.64,0,3252549.466,12508570.33,389706277.2,284474864.1,105231413.1,0,0,0,81062.86371,23535.5428,0,2501714.066,1022.766653,0,-2396092.893,0,2396092.893,43.9179,486289915.9,5, BiCRS 2050 gasification H2 ,100,70513,45.73343493,-107.682206,57761,0,0,0,0,84,914,0,0,0,0,0,0,1283449.629,2552,0,0,0,0,0,0,24070,0,0,0,0,0,0,0,615,7382,189061,75200,0,0,264261,34433,0,0,36711.03861,101069.4393,264261
Idaho,90,89528,104275762.1,45803185.37,117343200.3,40445954.15,119984542.9,0,29684030.4,11707918.96,469244594.2,86859769.38,382384824.8,0,0,0,93526.44907,21554.98614,0,2342517.286,14944.71785,0,-2212491.133,0,2212491.133,172.83,1069852216,5, BiCRS 2050 Electricty ,844,89528,43.64164575,-112.7811126,13658,0,0,0,0,139,0,0,0,0,0,0,0,340303.8474,608,0,0,0,0,0,0,1450,0,0,0,0,0,0,0,15,1489,76768,199805,0,0,276573,16797,23214,6079,14792.18045,959165.7693,276573
Colorado,50,133471,101634618.3,61707701.31,189511909.1,65321126.12,38191557.44,0,0,15894563.29,472261475.6,287659574,184601901.7,0,0,0,86185.106,25065.19643,0,2649093.882,0,0,-2537843.579,0,2537843.579,72.7397,487882270.8,5, BiCRS 2050 gasification H2 ,227,133471,40.95684721,-105.021207,19271,0,965721.5878,0,0,524,0,0,0,59671.91829,0,0,0,107691.1593,0,0,1129,9515,0,0,0,16998,0,0,0,0,0,0,0,9300,25307,56268,225695,0,0,281963,104538.0556,0,0,152158.5822,59513.80328,281963
Montana,90,70513,87373916.02,50231982.6,189511909.1,65321126.12,36921102.22,0,3305136.793,12710809.31,445375982.2,269927632.3,175448349.9,0,0,0,102357.1825,23275.65009,0,2542161.861,1039.302778,0,-2415489.726,0,2415489.726,72.6347,479016300,5, BiCRS 2050 gasification H2 ,635,70513,45.73343493,-107.682206,30724,0,0,0,0,0,234,0,0,0,0,0,0,604667.3876,1010,0,0,0,0,0,0,14364,0,0,0,0,0,0,0,330,3586,72900,212646,0,0,285546,14340,0,0,15614.67168,842886.1476,285546
Colorado,25,145183,49358547.14,27421641.42,189511909.1,65321126.12,37713989.98,0,0,15652895.89,384980109.7,288525449.8,96454659.86,0,0,0,63876.39926,14182.76382,0,2608815.982,0,0,-2530756.819,0,2530756.819,38.113,488315208.7,5, BiCRS 2050 gasification H2 ,15,145183,40.03442322,-104.9016649,383,0,193037.5139,0,0,7516,0,0,0,0,0,0,1,473646.5942,1022,0,878,18377,0,0,0,2111,0,0,0,0,0,0,0,1110,52640,105014,193099,0,0,298113,280709,0,0,343329.1495,140428.8488,298113
Montana,99,74889,23013768.35,3530973.349,38034606.34,13109800.48,27042067.11,0,10838582.87,2658664.422,118228462.9,17803669.28,100424793.6,0,0,0,36881.7611,1770.697476,0,531748.2195,5545.304336,0,-487550.4566,0,487550.4566,205.9783,219287884,1, BiCRS 2050 Electricty ,1217,74889,44.81787031,-112.7600936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34110,327325,0,0,361435,0,358,0,0,867.4212941,361435
Colorado,90,155427,117234450,35890279.35,189511909.1,65321126.12,37725812,0,35813764.2,15656938.28,497154279.1,268900247.4,228254031.7,0,0,0,98830.45789,19184.64786,0,2609489.714,18089.8362,0,-2473384.772,0,2473384.772,92.2841,478502607.5,5, BiCRS 2050 gasification H2 ,756,155427,39.13118864,-105.9848611,0,0,0,0,0,375,0,0,0,0,0,0,0,0,1640,290,0,167020,0,0,0,17308,0,0,0,0,0,0,0,105,8925,95725,283634,0,0,379359,58494.95299,0,0,157235.992,1022549.161,379359
Colorado,99,155427,123159074.5,37770799.04,189511909.1,65321126.12,37718455.73,0,35805271.23,15653225.35,504939861.1,267877961.7,237061899.4,0,0,0,100734.1921,20222.92297,0,2608870.892,18085.54633,0,-2469828.231,0,2469828.231,95.9832,477991464.7,5, BiCRS 2050 gasification H2 ,1053,155427,39.13118864,-105.9848611,0,0,0,0,0,375,0,0,0,0,0,0,0,0,1640,290,0,167020,0,0,0,17308,0,0,0,0,0,0,0,105,2788,95725,283634,0,0,379359,57208,0,0,130426.5394,1056782.567,379359
Colorado,75,155427,111775869,39993601.52,189511909.1,65321126.12,37745704.16,0,35836814.18,15667015.19,495852039.3,270511774.5,225340264.9,0,0,0,95878.10626,20930.31414,0,2611169.199,18101.47894,0,-2476259.3,0,2476259.3,91.0003,479308371,5, BiCRS 2050 gasification H2 ,500,155427,39.13118864,-105.9848611,4721,0,0,0,0,568,0,0,0,4378,0,0,0,9121.068541,2247,290,1011,167020,0,0,0,17308,0,0,0,0,0,0,0,135,6696,136485,283634,0,0,420119,62406,0,0,167557.1167,949724.9213,420119
Montana,75,70513,90946140.77,52892972.03,189511909.1,65321126.12,37329342.24,0,3349539.9,12881573.62,452232603.8,268535476.4,183697127.4,0,0,0,96328.87959,24481.69934,0,2576314.725,1053.265369,0,-2454450.88,0,2454450.88,74.8425,478320222,5, BiCRS 2050 gasification H2 ,399,70513,45.73343493,-107.682206,63941,0,0,0,0,81,914,0,0,0,0,0,0,257477.2294,2280,0,0,0,0,0,0,23088,0,0,0,0,0,0,0,555,4460,229852,233055,0,0,462907,19251,0,0,20886.30142,957461.5756,462907
Washington,99,23631,45292337.19,16399214.73,82066101.67,28286613.76,73136103.41,0,36788414.7,5763524.504,287732310,50447856.6,237284453.4,0,0,0,65122.24351,8676.606462,0,1433862.088,18921.57266,0,-1341141.665,0,1341141.665,176.9272,621366503.3,3, BiCRS 2050 Electricty ,1179,23631,47.82249695,-119.8662731,325,0,0,0,0,174661,0,0,0,0,0,0,0,176152.4029,3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732,35386,463461,0,0,498847,18514,5313,2134,20254.69806,77687.66836,498847
Oregon,25,55825,51275010.03,49223093.56,189511909.1,65321126.12,38308936.11,0,0,10634796.51,404274871.5,294391317.2,109883554.2,0,0,0,31033.29523,23594.05567,0,2658699.128,0,0,-2604071.777,0,2604071.777,42.1968,491248142.4,5, BiCRS 2050 gasification H2 ,20,55825,44.500981,-123.3029379,223,0,0,0,0,113938,5559,0,0,0,0,0,27416,258807.6472,63796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,128647,116055,139055,248517,1258,504885,294890,0,0,408811.7577,4648.701528,504885
Washington,90,28027,62960782,22394355.73,100373927.9,34596970.88,94868967.01,0,71287307.31,7446816.467,393929127.3,67228113.52,326701013.8,0,0,0,94199.80184,11887.86488,0,1855031.365,22932.5731,0,-1726011.125,0,1726011.125,189.2809,828049012,4, BiCRS 2050 Electricty ,857,28027,47.72097783,-118.4245451,11222,0,0,0,0,244,0,0,0,0,0,0,0,294468.1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339,27410,498684,0,0,526094,3945,1132,455,50552.3339,416126.0472,526094
Washington,99,13377,71202570.36,45221180.03,117343200.3,40445954.15,139205185.7,0,10254932.51,10906576.47,434579599.6,98171628.02,336407971.5,0,0,0,54853.34049,23003.93024,0,2727201.612,4637.84552,0,-2644706.496,0,2644706.496,127.2005,1209180436,5, BiCRS 2050 Electricty ,1102,13377,48.21968816,-122.1576909,0,0,0,85,532,172487,0,2930,10466,0,0,0,86612,112.1244437,31332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67892,29161,467057,98391,0,594609,319179,95342,41031,358856.0039,31836.55616,594609
Oregon,90,48516,60142493.48,41089691.52,117343200.3,40445954.15,117844829.3,0,64517397.32,9316773.736,450700339.8,85109354.85,365590984.9,0,0,0,112154.9769,21981.06396,0,2300851.88,33237.70656,0,-2133478.132,0,2133478.132,171.3591,1048292351,5, BiCRS 2050 Electricty ,843,48516,45.76087462,-120.0930953,5206,0,0,0,0,16114,210,0,0,0,0,0,13,706870.6589,4462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7260,6055,38502,562306,0,329,601137,11897,3413,1371,19289.52222,248673.7147,601137
Washington,90,13377,73021602.27,39814135.92,117343200.3,40445954.15,139666263.8,0,10285740.29,10939341.91,431516238.7,99035070.86,332481167.8,0,0,0,56073.73067,20525.33644,0,2735467.711,4651.778493,0,-2654216.866,0,2654216.866,125.2653,1219815465,5, BiCRS 2050 Electricty ,815,13377,48.21968816,-122.1576909,0,0,0,85,532,125491,0,2930,10466,0,0,0,86622,112.1244437,36710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56501,32778,475473,98391,0,606642,355992.0738,129739,44700,320715.7498,36064.15838,606642
Montana,99,70513,109725031,70321890.48,189511909.1,65321126.12,37403483.11,0,3357612.879,12912620.47,488553673.2,270355200.1,218198473.1,0,0,0,123227.3702,33010.28006,0,2582524.095,1055.803923,0,-2425230.641,0,2425230.641,89.9702,479230083.8,5, BiCRS 2050 gasification H2 ,1026,70513,45.73343493,-107.682206,30724,0,0,0,0,0,234,0,0,0,0,0,0,247837.8864,1010,0,0,0,0,0,0,14364,0,0,0,0,0,0,0,330,3586,72900,542313,0,0,615213,14340,0,0,15576.24236,870087.169,615213
Washington,50,13377,57779513.26,50515029.61,189511909.1,65321126.12,38061212.78,0,9921252.096,10551692.52,421661735.5,289639113.5,132022622,0,0,0,74219.11962,21743.21708,0,2637923.13,4486.936851,0,-2537473.856,0,2537473.856,52.0292,488872040.6,5, BiCRS 2050 gasification H2 ,112,13377,48.21968816,-122.1576909,2285,0,0,0,0,70701,0,0,0,0,0,0,101,428581.0445,37353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280,61190,132826,424055,73923,0,630804,310091,0,0,191997.2051,77918.85684,630804
Washington,90,23631,49122515.55,19683386.57,82066101.67,28286613.76,72679491.76,0,36547581.66,5725793.952,294111484.9,49756637.18,244354847.7,0,0,0,78364.67222,10461.53617,0,1425357.597,18797.70377,0,-1317733.685,0,1317733.685,185.4357,612852750.1,3, BiCRS 2050 Electricty ,853,23631,47.82249695,-119.8662731,278,0,0,0,0,85114,0,0,0,0,0,0,0,152604.4247,3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555,35386,597472,0,0,632858,11821,3392,1016,20254.69806,66728.01473,632858
Wyoming,75,127612,127521211.5,65474053.67,189511909.1,65321126.12,38329375.76,0,0,13302741.96,499460418.1,284238440.7,215221977.5,0,0,0,125127.0983,29153.57756,0,2660548.392,0,0,-2506267.716,0,2506267.716,85.8735,486171704.2,5, BiCRS 2050 gasification H2 ,476,127612,41.34498167,-105.9995355,0,0,895596.0483,0,0,0,0,0,0,0,0,0,0,0,335,0,0,82685,0,0,0,2680,0,0,0,0,0,0,0,45,408,50538,584308,0,0,634846,3969,0,0,3970.289859,188767.7683,634846
Wyoming,90,127612,134415627.2,49517870.82,189511909.1,65321126.12,38101065.92,0,0,13206139.92,490073739.1,277855423.3,212218315.7,0,0,0,125902.5397,22768.98749,0,2641227.984,0,0,-2492556.457,0,2492556.457,85.1408,482980195.5,5, BiCRS 2050 gasification H2 ,720,127612,41.34498167,-105.9995355,0,0,549216.7423,0,0,0,0,0,0,0,0,0,0,0,335,0,0,82685,0,0,0,2680,0,0,0,0,0,0,0,75,2294,67497,584308,0,0,651805,10968,0,0,5144.642659,508098.7216,651805
Wyoming,99,127612,126147966.7,49802233.54,189511909.1,65321126.12,38137661.76,0,0,13220970.24,482141867.5,279879426.1,202262441.4,0,0,0,110768.7501,23425.08206,0,2644194.048,0,0,-2510000.216,0,2510000.216,80.5826,483992196.9,5, BiCRS 2050 gasification H2 ,985,127612,41.34498167,-105.9995355,0,0,241480.6706,0,0,1553,0,0,0,0,0,0,1,0,335,0,0,82685,0,0,0,2680,0,0,0,0,0,0,0,300,33796,67497,584308,0,0,651805,136025,0,0,154087.2308,508554.2051,651805
Washington,99,28027,56859594.89,22954349.99,100373927.9,34596970.88,94789011.54,0,71621614.92,7481738.917,388677209,67139816.98,321537392,0,0,0,102946.7634,12172.55097,0,1853492.78,23040.11726,0,-1715333.349,0,1715333.349,187.4489,826961463.1,4, BiCRS 2050 Electricty ,1188,28027,47.72097783,-118.4245451,11222,0,0,0,0,0,0,0,0,0,0,0,0,428523.2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,27134,626829,0,0,653963,4237,1216,489,9283.903079,196521.6905,653963
Oregon,99,51447,61489428.57,24284271.67,100373927.9,34596970.88,95103311.19,0,98021902.8,7497410.867,421367223.9,67075432.62,354291791.3,0,0,0,102839.2246,12904.52616,0,1860364.727,33897.71308,0,-1710723.263,0,1710723.263,207.1006,826168440.6,4, BiCRS 2050 Electricty ,1219,51447,45.71557333,-119.0564761,3392,0,0,0,0,6641,172,0,0,0,0,0,13,389054.8635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7245,5493,22281,642654,0,329,665264,9398,2696,84,11926.04879,204198.6044,665264
Oregon,90,47045,101899339.1,60599515.12,117343200.3,40445954.15,137922363.1,0,16831246.72,10831791.01,485873409.5,93217905.22,392655504.2,0,0,0,72872.27441,30205.0047,0,2709041.343,8095.922272,0,-2597868.142,0,2597868.142,151.1453,1148165407,5, BiCRS 2050 Electricty ,826,47045,45.43028065,-122.3442417,823,0,0,0,0,36389,1151,154630,447407,0,0,0,16080,5275.432995,12592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,35708,89215,601074,49284,3626,743199,133332,59428,15365,78598.04089,72890.12922,743199
Oregon,75,47045,65508287.02,36817174.9,189511909.1,65321126.12,37933177.42,0,16328796.7,10508438.04,421928909.3,288722694.4,133206215,0,0,0,85148.90999,18401.95911,0,2627109.511,7854.24105,0,-2515704.401,0,2515704.401,52.9499,488413831,5, BiCRS 2050 gasification H2 ,281,47045,45.43028065,-122.3442417,3391,0,0,0,0,41026,3468,0,0,0,0,0,13999,344506.7487,21524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,62833,103727,527172,139473,2733,773105,197434,0,0,221625.8449,129879.5129,773105
Oregon,90,55825,93371627.91,66798176.03,117343200.3,40445954.15,141297459.4,0,0,11069263.99,470325681.9,100177041.3,370148640.5,0,0,0,62507.12664,32801.29411,0,2768375.181,0,0,-2673066.76,0,2673066.76,138.4734,1233881121,5, BiCRS 2050 Electricty ,819,55825,44.500981,-123.3029379,0,0,0,0,0,11405,1382,0,262854,0,0,0,7283,2330.765057,51569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,46328,66794,504544,216800,6950,795088,66968,310779,121151,73764.46104,61800.2115,795088
Oregon,99,55825,86702890.75,64985712.73,117343200.3,40445954.15,142491619.2,0,0,11151450.66,463120827.8,102962423.9,360158403.9,0,0,0,61854.06958,31546.12374,0,2788729.875,0,0,-2695329.682,0,2695329.682,133.6231,1268188693,5, BiCRS 2050 Electricty ,1107,55825,44.500981,-123.3029379,0,0,0,0,0,5942,320,0,0,0,0,0,5496,2254.436105,51569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,40210,66794,504544,216800,6950,795088,369075.519,309250,120510,61967.02832,51065.12303,795088
Wyoming,99,88076,92820126.63,85393142.65,189511909.1,65321126.12,37349164.3,0,6366144.656,15468483.73,492230097.2,283419323.1,208810774.1,0,0,0,132296.571,33396.91206,0,2578080.621,2636.679319,0,-2409750.459,0,2409750.459,86.6524,485762145.4,5, BiCRS 2050 gasification H2 ,1011,88076,44.20786062,-109.0260192,66215,0,0,0,0,36,0,0,0,0,0,0,0,477767.9094,249,0,1129,358,0,0,0,49454,0,0,0,0,0,0,0,90,833,0,797342,0,0,797342,8519,0,0,121066.6571,290242.2742,797342
Washington,25,28013,53163814.19,40029635.61,189511909.1,65321126.12,38497517.37,0,19054496.62,10697996.48,416276495.5,294968442.5,121308053,0,0,0,25831.14821,20047.95842,0,2674499.12,9272.419983,0,-2619347.593,0,2619347.593,46.3123,491536705.1,5, BiCRS 2050 gasification H2 ,30,28013,46.85992146,-122.9654792,0,0,0,0,0,213953,0,0,0,0,0,0,83,114514.0839,42607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,67895,149838,150000,518624,0,818462,206715.4068,0,0,346969.4951,543.1206459,818462
Washington,75,13377,69418677.27,51288443.03,189511909.1,65321126.12,38238688.04,0,9976973.491,10610954.7,434366771.8,289165655.5,145201116.3,0,0,0,91040.9979,24021.8883,0,2652738.675,4512.137136,0,-2533163.651,0,2533163.651,57.3201,488635311.6,5, BiCRS 2050 gasification H2 ,293,13377,48.21968816,-122.1576909,0,0,0,0,0,87133,0,0,0,0,0,0,89,222535.5413,37547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635,45209,139929,640072,73923,0,853924,243758,0,0,192341.4665,129130.0987,853924
